,Symbol,Date,CO2
0,2026,2100,0.0
0,2026,2099,0.0
0,2026,2098,0.0
0,2026,2097,0.0
0,2026,2096,0.0
0,2026,2095,0.0
0,2026,2094,0.0
0,2026,2093,0.0
0,2026,2092,0.0
0,2026,2091,0.0
0,2026,2090,0.0
0,2026,2089,0.0
0,2026,2088,0.0
0,2026,2087,0.0
0,2026,2086,0.0
0,2026,2085,0.0
0,2026,2084,0.0
0,2026,2083,0.0
0,2026,2082,0.0
0,2026,2081,0.0
0,2026,2080,0.0
0,2026,2079,0.0
0,2026,2078,0.0
0,2026,2077,0.0
0,2026,2076,0.0
0,2026,2075,0.0
0,2026,2074,0.0
0,2026,2073,0.0
0,2026,2072,0.0
0,2026,2071,0.0
0,2026,2070,0.0
0,2026,2069,0.0
0,2026,2068,0.0
0,2026,2067,0.0
0,2026,2066,0.0
0,2026,2065,0.0
0,2026,2064,0.0
0,2026,2063,0.0
0,2026,2062,0.0
0,2026,2061,0.0
0,2026,2060,0.0
0,2026,2059,0.0
0,2026,2058,0.0
0,2026,2057,0.0
0,2026,2056,0.0
0,2026,2055,0.0
0,2026,2054,0.0
0,2026,2053,0.0
0,2026,2052,0.0
0,2026,2051,0.0
0,2026,2050,0.0
0,2026,2049,0.0
0,2026,2048,0.0
0,2026,2047,0.0
0,2026,2046,0.0
0,2026,2045,0.0
0,2026,2044,0.0
0,2026,2043,0.0
0,2026,2042,0.0
0,2026,2041,0.0
0,2026,2040,0.0
0,2026,2039,0.0
0,2026,2038,0.0
0,2026,2037,0.0
0,2026,2036,0.0
0,2026,2035,3e-06
0,2026,2034,2.5e-05
0,2026,2033,0.000188
0,2026,2032,0.001409
0,2026,2031,0.010301
0,2026,2030,0.072801
0,2026,2029,0.488679
0,2026,2028,3.006805
0,2026,2027,15.452112
0,2026,2026,42.332384
0,2025,2100,0.0
0,2025,2099,0.0
0,2025,2098,0.0
0,2025,2097,0.0
0,2025,2096,0.0
0,2025,2095,0.0
0,2025,2094,0.0
0,2025,2093,0.0
0,2025,2092,0.0
0,2025,2091,0.0
0,2025,2090,0.0
0,2025,2089,0.0
0,2025,2088,0.0
0,2025,2087,0.0
0,2025,2086,0.0
0,2025,2085,0.0
0,2025,2084,0.0
0,2025,2083,0.0
0,2025,2082,0.0
0,2025,2081,0.0
0,2025,2080,0.0
0,2025,2079,0.0
0,2025,2078,0.0
0,2025,2077,0.0
0,2025,2076,0.0
0,2025,2075,0.0
0,2025,2074,0.0
0,2025,2073,0.0
0,2025,2072,0.0
0,2025,2071,0.0
0,2025,2070,0.0
0,2025,2069,0.0
0,2025,2068,0.0
0,2025,2067,0.0
0,2025,2066,0.0
0,2025,2065,0.0
0,2025,2064,0.0
0,2025,2063,0.0
0,2025,2062,0.0
0,2025,2061,0.0
0,2025,2060,0.0
0,2025,2059,0.0
0,2025,2058,0.0
0,2025,2057,0.0
0,2025,2056,0.0
0,2025,2055,0.0
0,2025,2054,0.0
0,2025,2053,0.0
0,2025,2052,0.0
0,2025,2051,0.0
0,2025,2050,0.0
0,2025,2049,0.0
0,2025,2048,0.0
0,2025,2047,0.0
0,2025,2046,0.0
0,2025,2045,1e-06
0,2025,2044,2e-06
0,2025,2043,6e-06
0,2025,2042,1.7e-05
0,2025,2041,4.6e-05
0,2025,2040,0.000121
0,2025,2039,0.000322
0,2025,2038,0.000847
0,2025,2037,0.00222
0,2025,2036,0.005785
0,2025,2035,0.014969
0,2025,2034,0.038407
0,2025,2033,0.097551
0,2025,2032,0.244691
0,2025,2031,0.604088
0,2025,2030,1.460608
0,2025,2029,3.432257
0,2025,2028,7.738021
0,2025,2027,16.334836
0,2025,2026,30.556141
0,2025,2025,42.332384
0,2024,2100,0.0
0,2024,2099,0.0
0,2024,2098,0.0
0,2024,2097,0.0
0,2024,2096,0.0
0,2024,2095,0.0
0,2024,2094,0.0
0,2024,2093,0.0
0,2024,2092,0.0
0,2024,2091,0.0
0,2024,2090,0.0
0,2024,2089,0.0
0,2024,2088,0.0
0,2024,2087,0.0
0,2024,2086,0.0
0,2024,2085,0.0
0,2024,2084,0.0
0,2024,2083,0.0
0,2024,2082,0.0
0,2024,2081,0.0
0,2024,2080,0.0
0,2024,2079,0.0
0,2024,2078,0.0
0,2024,2077,0.0
0,2024,2076,0.0
0,2024,2075,0.0
0,2024,2074,0.0
0,2024,2073,0.0
0,2024,2072,0.0
0,2024,2071,0.0
0,2024,2070,0.0
0,2024,2069,0.0
0,2024,2068,0.0
0,2024,2067,0.0
0,2024,2066,0.0
0,2024,2065,0.0
0,2024,2064,0.0
0,2024,2063,0.0
0,2024,2062,0.0
0,2024,2061,0.0
0,2024,2060,0.0
0,2024,2059,0.0
0,2024,2058,0.0
0,2024,2057,0.0
0,2024,2056,0.0
0,2024,2055,1e-06
0,2024,2054,1e-06
0,2024,2053,2e-06
0,2024,2052,4e-06
0,2024,2051,8e-06
0,2024,2050,1.5e-05
0,2024,2049,2.9e-05
0,2024,2048,5.6e-05
0,2024,2047,0.000106
0,2024,2046,0.000201
0,2024,2045,0.000381
0,2024,2044,0.000721
0,2024,2043,0.001361
0,2024,2042,0.002564
0,2024,2041,0.004817
0,2024,2040,0.009022
0,2024,2039,0.016845
0,2024,2038,0.031333
0,2024,2037,0.05804
0,2024,2036,0.106997
0,2024,2035,0.196159
0,2024,2034,0.357307
0,2024,2033,0.645889
0,2024,2032,1.156881
0,2024,2031,2.049005
0,2024,2030,3.578423
0,2024,2029,6.137236
0,2024,2028,10.273821
0,2024,2027,16.622347
0,2024,2026,25.543915
0,2024,2025,35.981534
0,2024,2024,42.332384
0,2023,2100,0.0
0,2023,2099,0.0
0,2023,2098,0.0
0,2023,2097,0.0
0,2023,2096,0.0
0,2023,2095,0.0
0,2023,2094,0.0
0,2023,2093,0.0
0,2023,2092,0.0
0,2023,2091,0.0
0,2023,2090,0.0
0,2023,2089,0.0
0,2023,2088,0.0
0,2023,2087,0.0
0,2023,2086,0.0
0,2023,2085,0.0
0,2023,2084,0.0
0,2023,2083,0.0
0,2023,2082,0.0
0,2023,2081,0.0
0,2023,2080,0.0
0,2023,2079,0.0
0,2023,2078,0.0
0,2023,2077,0.0
0,2023,2076,0.0
0,2023,2075,0.0
0,2023,2074,0.0
0,2023,2073,0.0
0,2023,2072,0.0
0,2023,2071,0.0
0,2023,2070,0.0
0,2023,2069,0.0
0,2023,2068,0.0
0,2023,2067,0.0
0,2023,2066,0.0
0,2023,2065,0.0
0,2023,2064,1e-06
0,2023,2063,1e-06
0,2023,2062,2e-06
0,2023,2061,3e-06
0,2023,2060,5e-06
0,2023,2059,9e-06
0,2023,2058,1.4e-05
0,2023,2057,2.3e-05
0,2023,2056,3.7e-05
0,2023,2055,6.1e-05
0,2023,2054,9.8e-05
0,2023,2053,0.000158
0,2023,2052,0.000255
0,2023,2051,0.00041
0,2023,2050,0.00066
0,2023,2049,0.001061
0,2023,2048,0.001704
0,2023,2047,0.002731
0,2023,2046,0.004372
0,2023,2045,0.006987
0,2023,2044,0.011146
0,2023,2043,0.017747
0,2023,2042,0.028199
0,2023,2041,0.044706
0,2023,2040,0.070696
0,2023,2039,0.111486
0,2023,2038,0.175265
0,2023,2037,0.274573
0,2023,2036,0.428461
0,2023,2035,0.665609
0,2023,2034,1.02871
0,2023,2033,1.580422
0,2023,2032,2.411048
0,2023,2031,3.6476
0,2023,2030,5.462703
0,2023,2029,8.079101
0,2023,2028,11.760013
0,2023,2027,16.764504
0,2023,2026,23.225635
0,2023,2025,30.868451
0,2023,2024,38.408695
0,2023,2023,42.332384
0,2022,2100,0.0
0,2022,2099,0.0
0,2022,2098,0.0
0,2022,2097,0.0
0,2022,2096,0.0
0,2022,2095,0.0
0,2022,2094,0.0
0,2022,2093,0.0
0,2022,2092,0.0
0,2022,2091,0.0
0,2022,2090,0.0
0,2022,2089,0.0
0,2022,2088,0.0
0,2022,2087,0.0
0,2022,2086,0.0
0,2022,2085,0.0
0,2022,2084,0.0
0,2022,2083,0.0
0,2022,2082,0.0
0,2022,2081,0.0
0,2022,2080,0.0
0,2022,2079,0.0
0,2022,2078,0.0
0,2022,2077,0.0
0,2022,2076,0.0
0,2022,2075,0.0
0,2022,2074,1e-06
0,2022,2073,1e-06
0,2022,2072,1e-06
0,2022,2071,2e-06
0,2022,2070,3e-06
0,2022,2069,4e-06
0,2022,2068,6e-06
0,2022,2067,9e-06
0,2022,2066,1.3e-05
0,2022,2065,1.9e-05
0,2022,2064,2.8e-05
0,2022,2063,4.1e-05
0,2022,2062,6e-05
0,2022,2061,8.9e-05
0,2022,2060,0.00013
0,2022,2059,0.000191
0,2022,2058,0.000279
0,2022,2057,0.000409
0,2022,2056,0.000599
0,2022,2055,0.000876
0,2022,2054,0.00128
0,2022,2053,0.00187
0,2022,2052,0.002728
0,2022,2051,0.003976
0,2022,2050,0.00579
0,2022,2049,0.008421
0,2022,2048,0.012235
0,2022,2047,0.017753
0,2022,2046,0.025727
0,2022,2045,0.037228
0,2022,2044,0.053787
0,2022,2043,0.077582
0,2022,2042,0.111699
0,2022,2041,0.160499
0,2022,2040,0.230118
0,2022,2039,0.329144
0,2022,2038,0.469535
0,2022,2037,0.667836
0,2022,2036,0.946757
0,2022,2035,1.337193
0,2022,2034,1.880705
0,2022,2033,2.632417
0,2022,2032,3.664141
0,2022,2031,5.067189
0,2022,2030,6.953793
0,2022,2029,9.454997
0,2022,2028,12.711116
0,2022,2027,16.847797
0,2022,2026,21.925596
0,2022,2025,27.842465
0,2022,2024,34.154473
0,2022,2023,39.757138
0,2022,2022,42.332384
0,2021,2100,0.0
0,2021,2099,0.0
0,2021,2098,0.0
0,2021,2097,0.0
0,2021,2096,0.0
0,2021,2095,0.0
0,2021,2094,0.0
0,2021,2093,0.0
0,2021,2092,0.0
0,2021,2091,0.0
0,2021,2090,0.0
0,2021,2089,0.0
0,2021,2088,0.0
0,2021,2087,0.0
0,2021,2086,0.0
0,2021,2085,0.0
0,2021,2084,0.0
0,2021,2083,1e-06
0,2021,2082,1e-06
0,2021,2081,1e-06
0,2021,2080,2e-06
0,2021,2079,2e-06
0,2021,2078,3e-06
0,2021,2077,4e-06
0,2021,2076,6e-06
0,2021,2075,8e-06
0,2021,2074,1.2e-05
0,2021,2073,1.6e-05
0,2021,2072,2.2e-05
0,2021,2071,3.1e-05
0,2021,2070,4.2e-05
0,2021,2069,5.9e-05
0,2021,2068,8.1e-05
0,2021,2067,0.000111
0,2021,2066,0.000153
0,2021,2065,0.000211
0,2021,2064,0.000291
0,2021,2063,0.0004
0,2021,2062,0.00055
0,2021,2061,0.000755
0,2021,2060,0.001037
0,2021,2059,0.001424
0,2021,2058,0.001953
0,2021,2057,0.002678
0,2021,2056,0.003668
0,2021,2055,0.005023
0,2021,2054,0.006871
0,2021,2053,0.009393
0,2021,2052,0.012831
0,2021,2051,0.01751
0,2021,2050,0.023874
0,2021,2049,0.03252
0,2021,2048,0.044249
0,2021,2047,0.060141
0,2021,2046,0.081644
0,2021,2045,0.110692
0,2021,2044,0.149866
0,2021,2043,0.202602
0,2021,2042,0.273453
0,2021,2041,0.368432
0,2021,2040,0.495451
0,2021,2039,0.66487
0,2021,2038,0.890172
0,2021,2037,1.188806
0,2021,2036,1.583167
0,2021,2035,2.10175
0,2021,2034,2.780401
0,2021,2033,3.66359
0,2021,2032,4.805504
0,2021,2031,6.270597
0,2021,2030,8.132997
0,2021,2029,10.473725
0,2021,2028,13.374059
0,2021,2027,16.902383
0,2021,2026,21.090285
0,2021,2025,25.891383
0,2021,2024,31.112767
0,2021,2023,36.303593
0,2021,2022,40.577366
0,2021,2021,42.332384
0,2020,2100,0.0
0,2020,2099,0.0
0,2020,2098,0.0
0,2020,2097,0.0
0,2020,2096,0.0
0,2020,2095,0.0
0,2020,2094,0.0
0,2020,2093,1e-06
0,2020,2092,1e-06
0,2020,2091,1e-06
0,2020,2090,1e-06
0,2020,2089,2e-06
0,2020,2088,2e-06
0,2020,2087,3e-06
0,2020,2086,4e-06
0,2020,2085,5e-06
0,2020,2084,7e-06
0,2020,2083,9e-06
0,2020,2082,1.1e-05
0,2020,2081,1.5e-05
0,2020,2080,2e-05
0,2020,2079,2.6e-05
0,2020,2078,3.5e-05
0,2020,2077,4.5e-05
0,2020,2076,6e-05
0,2020,2075,7.9e-05
0,2020,2074,0.000104
0,2020,2073,0.000136
0,2020,2072,0.000179
0,2020,2071,0.000236
0,2020,2070,0.00031
0,2020,2069,0.000407
0,2020,2068,0.000535
0,2020,2067,0.000702
0,2020,2066,0.000922
0,2020,2065,0.001209
0,2020,2064,0.001585
0,2020,2063,0.002077
0,2020,2062,0.002721
0,2020,2061,0.003563
0,2020,2060,0.004663
0,2020,2059,0.006099
0,2020,2058,0.007973
0,2020,2057,0.010416
0,2020,2056,0.0136
0,2020,2055,0.017746
0,2020,2054,0.02314
0,2020,2053,0.030152
0,2020,2052,0.039259
0,2020,2051,0.051075
0,2020,2050,0.066392
0,2020,2049,0.086225
0,2020,2048,0.111874
0,2020,2047,0.145007
0,2020,2046,0.187747
0,2020,2045,0.242804
0,2020,2044,0.313615
0,2020,2043,0.404535
0,2020,2042,0.521064
0,2020,2041,0.670115
0,2020,2040,0.86035
0,2020,2039,1.102565
0,2020,2038,1.410143
0,2020,2037,1.799569
0,2020,2036,2.290997
0,2020,2035,2.90884
0,2020,2034,3.682342
0,2020,2033,4.646052
0,2020,2032,5.840061
0,2020,2031,7.309788
0,2020,2030,9.104991
0,2020,2029,11.277491
0,2020,2028,13.876853
0,2020,2027,16.942913
0,2020,2026,20.493491
0,2020,2025,24.504895
0,2020,2024,28.881742
0,2020,2023,33.411095
0,2020,2022,37.693741
0,2020,2021,41.04241
0,2020,2020,42.332384
0,2019,2100,1e-06
0,2019,2099,1e-06
0,2019,2098,2e-06
0,2019,2097,2e-06
0,2019,2096,3e-06
0,2019,2095,3e-06
0,2019,2094,4e-06
0,2019,2093,6e-06
0,2019,2092,7e-06
0,2019,2091,9e-06
0,2019,2090,1.1e-05
0,2019,2089,1.5e-05
0,2019,2088,1.9e-05
0,2019,2087,2.4e-05
0,2019,2086,3e-05
0,2019,2085,3.8e-05
0,2019,2084,4.9e-05
0,2019,2083,6.2e-05
0,2019,2082,7.9e-05
0,2019,2081,0.0001
0,2019,2080,0.000127
0,2019,2079,0.000162
0,2019,2078,0.000205
0,2019,2077,0.000261
0,2019,2076,0.000331
0,2019,2075,0.00042
0,2019,2074,0.000532
0,2019,2073,0.000675
0,2019,2072,0.000856
0,2019,2071,0.001085
0,2019,2070,0.001374
0,2019,2069,0.001741
0,2019,2068,0.002204
0,2019,2067,0.00279
0,2019,2066,0.00353
0,2019,2065,0.004464
0,2019,2064,0.005644
0,2019,2063,0.007132
0,2019,2062,0.009009
0,2019,2061,0.011374
0,2019,2060,0.014354
0,2019,2059,0.018106
0,2019,2058,0.022826
0,2019,2057,0.028761
0,2019,2056,0.036218
0,2019,2055,0.045582
0,2019,2054,0.057331
0,2019,2053,0.07206
0,2019,2052,0.090511
0,2019,2051,0.113601
0,2019,2050,0.142471
0,2019,2049,0.178531
0,2019,2048,0.223523
0,2019,2047,0.279593
0,2019,2046,0.349385
0,2019,2045,0.436139
0,2019,2044,0.543823
0,2019,2043,0.67728
0,2019,2042,0.842401
0,2019,2041,1.046325
0,2019,2040,1.29767
0,2019,2039,1.606785
0,2019,2038,1.986037
0,2019,2037,2.450104
0,2019,2036,3.016277
0,2019,2035,3.70474
0,2019,2034,4.538798
0,2019,2033,5.544983
0,2019,2032,6.752966
0,2019,2031,8.195149
0,2019,2030,9.905747
0,2019,2029,11.919118
0,2019,2028,14.266962
0,2019,2027,16.973887
0,2019,2026,20.050628
0,2019,2025,23.483926
0,2019,2024,27.221698
0,2019,2023,31.151631
0,2019,2022,35.070615
0,2019,2021,38.64151
0,2019,2020,41.332479
0,2019,2019,42.332384
0,2018,2100,8e-06
0,2018,2099,1e-05
0,2018,2098,1.2e-05
0,2018,2097,1.5e-05
0,2018,2096,1.9e-05
0,2018,2095,2.3e-05
0,2018,2094,2.9e-05
0,2018,2093,3.5e-05
0,2018,2092,4.4e-05
0,2018,2091,5.4e-05
0,2018,2090,6.7e-05
0,2018,2089,8.3e-05
0,2018,2088,0.000102
0,2018,2087,0.000126
0,2018,2086,0.000156
0,2018,2085,0.000193
0,2018,2084,0.000238
0,2018,2083,0.000294
0,2018,2082,0.000363
0,2018,2081,0.000449
0,2018,2080,0.000554
0,2018,2079,0.000683
0,2018,2078,0.000842
0,2018,2077,0.001039
0,2018,2076,0.001281
0,2018,2075,0.001579
0,2018,2074,0.001945
0,2018,2073,0.002396
0,2018,2072,0.002951
0,2018,2071,0.003633
0,2018,2070,0.004471
0,2018,2069,0.005502
0,2018,2068,0.006767
0,2018,2067,0.008321
0,2018,2066,0.010227
0,2018,2065,0.012566
0,2018,2064,0.015434
0,2018,2063,0.018949
0,2018,2062,0.023255
0,2018,2061,0.028527
0,2018,2060,0.034979
0,2018,2059,0.04287
0,2018,2058,0.052516
0,2018,2057,0.0643
0,2018,2056,0.078685
0,2018,2055,0.096235
0,2018,2054,0.117631
0,2018,2053,0.143696
0,2018,2052,0.175422
0,2018,2051,0.214007
0,2018,2050,0.260893
0,2018,2049,0.317809
0,2018,2048,0.386833
0,2018,2047,0.470448
0,2018,2046,0.571623
0,2018,2045,0.693892
0,2018,2044,0.841457
0,2018,2043,1.019295
0,2018,2042,1.233285
0,2018,2041,1.490342
0,2018,2040,1.79857
0,2018,2039,2.167418
0,2018,2038,2.607843
0,2018,2037,3.132468
0,2018,2036,3.75573
0,2018,2035,4.493983
0,2018,2034,5.365549
0,2018,2033,6.390671
0,2018,2032,7.591309
0,2018,2031,8.990722
0,2018,2030,10.612714
0,2018,2029,12.480436
0,2018,2028,14.614528
0,2018,2027,17.030375
0,2018,2026,19.734139
0,2018,2025,22.717111
0,2018,2024,25.947808
0,2018,2023,29.361023
0,2018,2022,32.842791
0,2018,2021,36.209919
0,2018,2020,39.182281
0,2018,2019,41.345533
0,2018,2018,42.101177
0,2017,2100,5.1e-05
0,2017,2099,6.2e-05
0,2017,2098,7.5e-05
0,2017,2097,9e-05
0,2017,2096,0.000109
0,2017,2095,0.000131
0,2017,2094,0.000158
0,2017,2093,0.00019
0,2017,2092,0.000229
0,2017,2091,0.000276
0,2017,2090,0.000332
0,2017,2089,0.0004
0,2017,2088,0.000481
0,2017,2087,0.000579
0,2017,2086,0.000697
0,2017,2085,0.000839
0,2017,2084,0.001009
0,2017,2083,0.001213
0,2017,2082,0.001459
0,2017,2081,0.001754
0,2017,2080,0.002108
0,2017,2079,0.002533
0,2017,2078,0.003043
0,2017,2077,0.003655
0,2017,2076,0.004388
0,2017,2075,0.005268
0,2017,2074,0.006323
0,2017,2073,0.007586
0,2017,2072,0.0091
0,2017,2071,0.010913
0,2017,2070,0.013083
0,2017,2069,0.015681
0,2017,2068,0.018788
0,2017,2067,0.022503
0,2017,2066,0.026944
0,2017,2065,0.032251
0,2017,2064,0.038589
0,2017,2063,0.046156
0,2017,2062,0.055185
0,2017,2061,0.065953
0,2017,2060,0.07879
0,2017,2059,0.094085
0,2017,2058,0.112298
0,2017,2057,0.133972
0,2017,2056,0.159751
0,2017,2055,0.190391
0,2017,2054,0.226785
0,2017,2053,0.269982
0,2017,2052,0.321216
0,2017,2051,0.381931
0,2017,2050,0.453824
0,2017,2049,0.538873
0,2017,2048,0.639393
0,2017,2047,0.758074
0,2017,2046,0.898049
0,2017,2045,1.062943
0,2017,2044,1.256955
0,2017,2043,1.484918
0,2017,2042,1.752391
0,2017,2041,2.065733
0,2017,2040,2.432191
0,2017,2039,2.859985
0,2017,2038,3.358383
0,2017,2037,3.937764
0,2017,2036,4.609665
0,2017,2035,5.386782
0,2017,2034,6.282925
0,2017,2033,7.3129
0,2017,2032,8.492273
0,2017,2031,9.836995
0,2017,2030,11.362819
0,2017,2029,13.084444
0,2017,2028,15.014294
0,2017,2027,17.160807
0,2017,2026,19.526089
0,2017,2025,22.102726
0,2017,2024,24.869501
0,2017,2023,27.785691
0,2017,2022,30.78352
0,2017,2021,33.758251
0,2017,2020,36.555213
0,2017,2019,38.952929
0,2017,2018,40.641233
0,2017,2017,41.193001
0,2016,2100,0.000153
0,2016,2099,0.000182
0,2016,2098,0.000216
0,2016,2097,0.000256
0,2016,2096,0.000304
0,2016,2095,0.00036
0,2016,2094,0.000427
0,2016,2093,0.000507
0,2016,2092,0.000601
0,2016,2091,0.000713
0,2016,2090,0.000845
0,2016,2089,0.001001
0,2016,2088,0.001187
0,2016,2087,0.001406
0,2016,2086,0.001665
0,2016,2085,0.001972
0,2016,2084,0.002336
0,2016,2083,0.002765
0,2016,2082,0.003274
0,2016,2081,0.003874
0,2016,2080,0.004584
0,2016,2079,0.005423
0,2016,2078,0.006414
0,2016,2077,0.007585
0,2016,2076,0.008967
0,2016,2075,0.010599
0,2016,2074,0.012524
0,2016,2073,0.014796
0,2016,2072,0.017475
0,2016,2071,0.020633
0,2016,2070,0.024356
0,2016,2069,0.028742
0,2016,2068,0.033908
0,2016,2067,0.03999
0,2016,2066,0.047149
0,2016,2065,0.05557
0,2016,2064,0.065474
0,2016,2063,0.077115
0,2016,2062,0.090792
0,2016,2061,0.106855
0,2016,2060,0.125709
0,2016,2059,0.147829
0,2016,2058,0.173766
0,2016,2057,0.204163
0,2016,2056,0.239765
0,2016,2055,0.281437
0,2016,2054,0.330182
0,2016,2053,0.387163
0,2016,2052,0.453722
0,2016,2051,0.53141
0,2016,2050,0.622015
0,2016,2049,0.727594
0,2016,2048,0.850511
0,2016,2047,0.993474
0,2016,2046,1.159583
0,2016,2045,1.352372
0,2016,2044,1.575865
0,2016,2043,1.834626
0,2016,2042,2.133817
0,2016,2041,2.479249
0,2016,2040,2.877442
0,2016,2039,3.335672
0,2016,2038,3.862012
0,2016,2037,4.465357
0,2016,2036,5.155438
0,2016,2035,5.94279
0,2016,2034,6.838688
0,2016,2033,7.855021
0,2016,2032,9.004085
0,2016,2031,10.298268
0,2016,2030,11.749594
0,2016,2029,13.369078
0,2016,2028,15.165843
0,2016,2027,17.145915
0,2016,2026,19.310619
0,2016,2025,21.654452
0,2016,2024,24.162294
0,2016,2023,26.805773
0,2016,2022,29.538568
0,2016,2021,32.290348
0,2016,2020,34.959011
0,2016,2019,37.400784
0,2016,2018,39.417612
0,2016,2017,40.741187
0,2016,2016,41.012741
0,2015,2100,0.000291
0,2015,2099,0.000342
0,2015,2098,0.000402
0,2015,2097,0.000472
0,2015,2096,0.000555
0,2015,2095,0.000652
0,2015,2094,0.000766
0,2015,2093,0.0009
0,2015,2092,0.001057
0,2015,2091,0.001242
0,2015,2090,0.001458
0,2015,2089,0.001712
0,2015,2088,0.00201
0,2015,2087,0.002359
0,2015,2086,0.002768
0,2015,2085,0.003248
0,2015,2084,0.00381
0,2015,2083,0.004469
0,2015,2082,0.005241
0,2015,2081,0.006145
0,2015,2080,0.007203
0,2015,2079,0.008442
0,2015,2078,0.009892
0,2015,2077,0.011589
0,2015,2076,0.013573
0,2015,2075,0.015894
0,2015,2074,0.018607
0,2015,2073,0.021777
0,2015,2072,0.025482
0,2015,2071,0.029809
0,2015,2070,0.034862
0,2015,2069,0.040761
0,2015,2068,0.047643
0,2015,2067,0.055671
0,2015,2066,0.065033
0,2015,2065,0.075944
0,2015,2064,0.088657
0,2015,2063,0.103463
0,2015,2062,0.1207
0,2015,2061,0.140756
0,2015,2060,0.164083
0,2015,2059,0.1912
0,2015,2058,0.222706
0,2015,2057,0.259293
0,2015,2056,0.301755
0,2015,2055,0.351007
0,2015,2054,0.408099
0,2015,2053,0.474235
0,2015,2052,0.550795
0,2015,2051,0.639356
0,2015,2050,0.741721
0,2015,2049,0.859945
0,2015,2048,0.996367
0,2015,2047,1.153643
0,2015,2046,1.334784
0,2015,2045,1.543193
0,2015,2044,1.782709
0,2015,2043,2.057647
0,2015,2042,2.372843
0,2015,2041,2.733696
0,2015,2040,3.146205
0,2015,2039,3.617013
0,2015,2038,4.153422
0,2015,2037,4.763416
0,2015,2036,5.455657
0,2015,2035,6.239448
0,2015,2034,7.124675
0,2015,2033,8.121692
0,2015,2032,9.241143
0,2015,2031,10.493708
0,2015,2030,11.88973
0,2015,2029,13.438708
0,2015,2028,15.148612
0,2015,2027,17.024967
0,2015,2026,19.06964
0,2015,2025,21.279262
0,2015,2024,23.643188
0,2015,2023,26.14086
